Rank,id,value,mesure,Year,Estación,nombre
6,26,0.032258065,close_cent,2021,Reforma - Versalles,26. Reforma - Versalles (0.0323)
7,24,0.032258065,close_cent,2021,Reforma - Varsovia,24. Reforma - Varsovia (0.0323)
8,7,0.032258065,close_cent,2021,Río Elba - Río Lerma,7. Río Elba - Río Lerma (0.0323)
9,217,0.032258065,close_cent,2021,Euler - Av. Horacio,217. Euler - Av. Horacio (0.0323)
10,113,0.032258065,close_cent,2021,General Prim - Versalles,113. General Prim - Versalles (0.0323)
11,463,0.032258065,close_cent,2021,Lago Andrómaco - Lago Zúrich,463. Lago Andrómaco - Lago Zúrich (0.0323)
12,136,0.032258065,close_cent,2021,Álvaro Obregón - Tonalá,136. Álvaro Obregón - Tonalá (0.0323)
13,149,0.032258065,close_cent,2021,Mérida - Antonio M. Anza,149. Mérida - Antonio M. Anza (0.0323)
14,174,0.032258065,close_cent,2021,Joaquín García Icazbalceta - Ignacio Manuel Altamirano,174. Joaquín García Icazbalceta - Ignacio Manuel Altamirano (0.0323)
15,36,0.032258065,close_cent,2021,Puebla - Veracruz,36. Puebla - Veracruz (0.0323)
16,142,0.032258065,close_cent,2021,San Luis Potosí - Eje 2 Pte. Monterrey,142. San Luis Potosí - Eje 2 Pte. Monterrey (0.0323)
17,135,0,close_cent,2021,Álvaro Obregón - Morelia,135. Álvaro Obregón - Morelia (0.0)
18,111,0,close_cent,2021,Guillermo Prieto - Joaquín Velázquez de León,111. Guillermo Prieto - Joaquín Velázquez de León (0.0)
19,465,0,close_cent,2021,Lago Ginebra - Lago Wetter,465. Lago Ginebra - Lago Wetter (0.0)
20,391,0,close_cent,2021,Oso - Félix Cuevas,391. Oso - Félix Cuevas (0.0)
21,35,0,close_cent,2021,Liverpool - Génova,35. Liverpool - Génova (0.0)
22,327,0,close_cent,2021,Georgia - Pensilvania,327. Georgia - Pensilvania (0.0)
23,165,0,close_cent,2021,Bajío - Eje 2 Pte. Monterrey,165. Bajío - Eje 2 Pte. Monterrey (0.0)
24,272,0,close_cent,2021,Jesús García - Carlos J. Meneses,272. Jesús García - Carlos J. Meneses (0.0)
25,146,0,close_cent,2021,Coahuila - Manzanillo,146. Coahuila - Manzanillo (0.0)
26,271,0,close_cent,2021,Jesús García - Carlos J. Meneses,271. Jesús García - Carlos J. Meneses (0.0)
27,151,0,close_cent,2021,Campeche - Tonalá,151. Campeche - Tonalá (0.0)
28,211,0,close_cent,2021,Isaac Newton - Horacio,211. Isaac Newton - Horacio (0.0)
29,208,0,close_cent,2021,Hesíodo - Lamartine,208. Hesíodo - Lamartine (0.0)
30,154,0,close_cent,2021,Tuxpan - Tlaxcala,154. Tuxpan - Tlaxcala (0.0)
31,107,0,close_cent,2021,Tolsá - Balderas,107. Tolsá - Balderas (0.0)
0,174,0.001075269,between_cent,2021,Joaquín García Icazbalceta - Ignacio Manuel Altamirano,174. Joaquín García Icazbalceta - Ignacio Manuel Altamirano (0.0011)
1,107,0,between_cent,2021,Tolsá - Balderas,107. Tolsá - Balderas (0.0)
2,211,0,between_cent,2021,Isaac Newton - Horacio,211. Isaac Newton - Horacio (0.0)
3,197,0,between_cent,2021,Miguel de Cervantes Saavedra - Ferrocarril de Cuernavaca,197. Miguel de Cervantes Saavedra - Ferrocarril de Cuernavaca (0.0)
4,465,0,between_cent,2021,Lago Ginebra - Lago Wetter,465. Lago Ginebra - Lago Wetter (0.0)
5,391,0,between_cent,2021,Oso - Félix Cuevas,391. Oso - Félix Cuevas (0.0)
6,1,0,between_cent,2021,Río Sena - Río Balsas,1. Río Sena - Río Balsas (0.0)
7,35,0,between_cent,2021,Liverpool - Génova,35. Liverpool - Génova (0.0)
8,327,0,between_cent,2021,Georgia - Pensilvania,327. Georgia - Pensilvania (0.0)
9,28,0,between_cent,2021,Toledo - Tokio,28. Toledo - Tokio (0.0)
10,272,0,between_cent,2021,Jesús García - Carlos J. Meneses,272. Jesús García - Carlos J. Meneses (0.0)
11,26,0,between_cent,2021,Reforma - Versalles,26. Reforma - Versalles (0.0)
12,24,0,between_cent,2021,Reforma - Varsovia,24. Reforma - Varsovia (0.0)
13,7,0,between_cent,2021,Río Elba - Río Lerma,7. Río Elba - Río Lerma (0.0)
14,271,0,between_cent,2021,Jesús García - Carlos J. Meneses,271. Jesús García - Carlos J. Meneses (0.0)
15,217,0,between_cent,2021,Euler - Av. Horacio,217. Euler - Av. Horacio (0.0)
16,206,0,between_cent,2021,Moliere - Homero,206. Moliere - Homero (0.0)
17,113,0,between_cent,2021,General Prim - Versalles,113. General Prim - Versalles (0.0)
18,208,0,between_cent,2021,Hesíodo - Lamartine,208. Hesíodo - Lamartine (0.0)
19,11,0,between_cent,2021,Río Amazonas - Río Lerma,11. Río Amazonas - Río Lerma (0.0)
20,163,0,between_cent,2021,Toluca - Bajío,163. Toluca - Bajío (0.0)
21,165,0,between_cent,2021,Bajío - Eje 2 Pte. Monterrey,165. Bajío - Eje 2 Pte. Monterrey (0.0)
22,142,0,between_cent,2021,San Luis Potosí - Eje 2 Pte. Monterrey,142. San Luis Potosí - Eje 2 Pte. Monterrey (0.0)
23,154,0,between_cent,2021,Tuxpan - Tlaxcala,154. Tuxpan - Tlaxcala (0.0)
24,149,0,between_cent,2021,Mérida - Antonio M. Anza,149. Mérida - Antonio M. Anza (0.0)
25,151,0,between_cent,2021,Campeche - Tonalá,151. Campeche - Tonalá (0.0)
26,36,0,between_cent,2021,Puebla - Veracruz,36. Puebla - Veracruz (0.0)
27,146,0,between_cent,2021,Coahuila - Manzanillo,146. Coahuila - Manzanillo (0.0)
28,136,0,between_cent,2021,Álvaro Obregón - Tonalá,136. Álvaro Obregón - Tonalá (0.0)
29,135,0,between_cent,2021,Álvaro Obregón - Morelia,135. Álvaro Obregón - Morelia (0.0)
30,111,0,between_cent,2021,Guillermo Prieto - Joaquín Velázquez de León,111. Guillermo Prieto - Joaquín Velázquez de León (0.0)
31,463,0,between_cent,2021,Lago Andrómaco - Lago Zúrich,463. Lago Andrómaco - Lago Zúrich (0.0)
0,0,0,average_clustering,2021,,
1,0,inf,degree_assortativity,2021,,
2,0,,degree_pearson_corr,2021,,
0,18,0.065868263,in_deg_cent,2019,Reforma - Río Rhin,18. Reforma - Río Rhin (0.0659)
1,197,0.041916168,in_deg_cent,2019,Miguel de Cervantes Saavedra - Ferrocarril de Cuernavaca,197. Miguel de Cervantes Saavedra - Ferrocarril de Cuernavaca (0.0419)
2,1,0.035928144,in_deg_cent,2019,Río Sena - Río Balsas,1. Río Sena - Río Balsas (0.0359)
3,15,0.035928144,in_deg_cent,2019,Reforma - Río Mississippi,15. Reforma - Río Mississippi (0.0359)
4,19,0.02994012,in_deg_cent,2019,Reforma - Río Rhin,19. Reforma - Río Rhin (0.0299)
5,242,0.02994012,in_deg_cent,2019,Miguel de Cervantes Saavedra - Pról. Moliere,242. Miguel de Cervantes Saavedra - Pról. Moliere (0.0299)
6,27,0.02994012,in_deg_cent,2019,Reforma - Havre,27. Reforma - Havre (0.0299)
7,16,0.02994012,in_deg_cent,2019,Reforma - Río Tíber,16. Reforma - Río Tíber (0.0299)
8,23,0.023952096,in_deg_cent,2019,Reforma - Praga,23. Reforma - Praga (0.024)
9,14,0.023952096,in_deg_cent,2019,Reforma - Río de la Plata,14. Reforma - Río de la Plata (0.024)
10,36,0.023952096,in_deg_cent,2019,Puebla - Veracruz,36. Puebla - Veracruz (0.024)
11,28,0.023952096,in_deg_cent,2019,Toledo - Tokio,28. Toledo - Tokio (0.024)
12,185,0.023952096,in_deg_cent,2019,General Antonio León - General Pedro Antonio de los Santos,185. General Antonio León - General Pedro Antonio de los Santos (0.024)
13,460,0.017964072,in_deg_cent,2019,Juan Vázquez de Mella - Homero,460. Juan Vázquez de Mella - Homero (0.018)
14,295,0.017964072,in_deg_cent,2019,Anaxágoras - Eje 4 Sur Xola,295. Anaxágoras - Eje 4 Sur Xola (0.018)
15,174,0.017964072,in_deg_cent,2019,Joaquín García Icazbalceta - Ignacio Manuel Altamirano,174. Joaquín García Icazbalceta - Ignacio Manuel Altamirano (0.018)
16,227,0.017964072,in_deg_cent,2019,Campos Elíseos - Periférico,227. Campos Elíseos - Periférico (0.018)
17,20,0.017964072,in_deg_cent,2019,Reforma - Río Támesis,20. Reforma - Río Támesis (0.018)
18,136,0.017964072,in_deg_cent,2019,Álvaro Obregón - Tonalá,136. Álvaro Obregón - Tonalá (0.018)
19,17,0.017964072,in_deg_cent,2019,Reforma - Río Tíber,17. Reforma - Río Tíber (0.018)
20,113,0.017964072,in_deg_cent,2019,General Prim - Versalles,113. General Prim - Versalles (0.018)
21,158,0.017964072,in_deg_cent,2019,Huatabampo - Eje 1 Pte. Av. Cuauhtémoc,158. Huatabampo - Eje 1 Pte. Av. Cuauhtémoc (0.018)
22,452,0.017964072,in_deg_cent,2019,Leibnitz - Ejército Nacional,452. Leibnitz - Ejército Nacional (0.018)
23,206,0.017964072,in_deg_cent,2019,Moliere - Homero,206. Moliere - Homero (0.018)
24,111,0.011976048,in_deg_cent,2019,Guillermo Prieto - Joaquín Velázquez de León,111. Guillermo Prieto - Joaquín Velázquez de León (0.012)
25,217,0.011976048,in_deg_cent,2019,Euler - Av. Horacio,217. Euler - Av. Horacio (0.012)
26,257,0.011976048,in_deg_cent,2019,Manuel María Conteras - Villalongín,257. Manuel María Conteras - Villalongín (0.012)
27,352,0.011976048,in_deg_cent,2019,Tintoreto - Giorgione,352. Tintoreto - Giorgione (0.012)
28,226,0.011976048,in_deg_cent,2019,Wallon - Presidente Masaryk,226. Wallon - Presidente Masaryk (0.012)
29,3,0.011976048,in_deg_cent,2019,Reforma - Insurgentes,3. Reforma - Insurgentes (0.012)
30,356,0.011976048,in_deg_cent,2019,Matías Romero - Adolfo Prieto,356. Matías Romero - Adolfo Prieto (0.012)
31,115,0.011976048,in_deg_cent,2019,Roma - Dinamarca,115. Roma - Dinamarca (0.012)
32,209,0.011976048,in_deg_cent,2019,Solón - Horacio,209. Solón - Horacio (0.012)
33,141,0.011976048,in_deg_cent,2019,Zacatecas - Luis Cabrera,141. Zacatecas - Luis Cabrera (0.012)
34,464,0.011976048,in_deg_cent,2019,Mateo Alemán - Prolongación Moliere,464. Mateo Alemán - Prolongación Moliere (0.012)
35,235,0.011976048,in_deg_cent,2019,Campos Elíseos - Moliere,235. Campos Elíseos - Moliere (0.012)
36,476,0.011976048,in_deg_cent,2019,Lago Como - Laguna de Mayrán,476. Lago Como - Laguna de Mayrán (0.012)
37,305,0.011976048,in_deg_cent,2019,Avenida del Parque - Arizona,305. Avenida del Parque - Arizona (0.012)
38,32,0.011976048,in_deg_cent,2019,Londres - Sevilla,32. Londres - Sevilla (0.012)
39,182,0.011976048,in_deg_cent,2019,Progreso - Astrónomos,182. Progreso - Astrónomos (0.012)
40,41,0.011976048,in_deg_cent,2019,Reforma - De la República,41. Reforma - De la República (0.012)
41,26,0.011976048,in_deg_cent,2019,Reforma - Versalles,26. Reforma - Versalles (0.012)
42,239,0.011976048,in_deg_cent,2019,Rincón del Bosque - Rubén Darío,239. Rincón del Bosque - Rubén Darío (0.012)
43,198,0.011976048,in_deg_cent,2019,Sócrates - Ejército Nacional,198. Sócrates - Ejército Nacional (0.012)
44,236,0.011976048,in_deg_cent,2019,Campos Elíseos - Moliere,236. Campos Elíseos - Moliere (0.012)
45,10,0.011976048,in_deg_cent,2019,Reforma - Ramírez,10. Reforma - Ramírez (0.012)
46,11,0.011976048,in_deg_cent,2019,Río Amazonas - Río Lerma,11. Río Amazonas - Río Lerma (0.012)
47,192,0.005988024,in_deg_cent,2019,Rubén Darío - Reforma,192. Rubén Darío - Reforma (0.006)
48,184,0.005988024,in_deg_cent,2019,General Gómez Pedraza - Gobernador Tiburcio Montiel,184. General Gómez Pedraza - Gobernador Tiburcio Montiel (0.006)
49,326,0.005988024,in_deg_cent,2019,Eugenia - Nebraska,326. Eugenia - Nebraska (0.006)
50,224,0.005988024,in_deg_cent,2019,Hegel - Presidente Masaryk,224. Hegel - Presidente Masaryk (0.006)
51,315,0.005988024,in_deg_cent,2019,Alabama - Montana,315. Alabama - Montana (0.006)
52,306,0.005988024,in_deg_cent,2019,Dakota - Filadelfia,306. Dakota - Filadelfia (0.006)
53,256,0.005988024,in_deg_cent,2019,Gómez Farías - Sadi Carnot,256. Gómez Farías - Sadi Carnot (0.006)
54,248,0.005988024,in_deg_cent,2019,Shakespeare - Lafayette,248. Shakespeare - Lafayette (0.006)
55,202,0.005988024,in_deg_cent,2019,Calderón de la Barca - Homero,202. Calderón de la Barca - Homero (0.006)
56,240,0.005988024,in_deg_cent,2019,Ejército Nacional - Ferrocarril de Cuernavaca,240. Ejército Nacional - Ferrocarril de Cuernavaca (0.006)
57,13,0.005988024,in_deg_cent,2019,Reforma - Río Mississippi,13. Reforma - Río Mississippi (0.006)
58,270,0.005988024,in_deg_cent,2019,De la República - Ponciano Arriaga,270. De la República - Ponciano Arriaga (0.006)
59,475,0.005988024,in_deg_cent,2019,Lago Muritz - Lago Alberto,475. Lago Muritz - Lago Alberto (0.006)
60,24,0.005988024,in_deg_cent,2019,Reforma - Varsovia,24. Reforma - Varsovia (0.006)
61,117,0.005988024,in_deg_cent,2019,Londres - Nápoles,117. Londres - Nápoles (0.006)
62,459,0.005988024,in_deg_cent,2019,Volcán - Montes Urales,459. Volcán - Montes Urales (0.006)
63,127,0.005988024,in_deg_cent,2019,Puebla - Mérida,127. Puebla - Mérida (0.006)
64,454,0.005988024,in_deg_cent,2019,Montes Urales - Monte Pelvoux,454. Montes Urales - Monte Pelvoux (0.006)
65,241,0.005988024,in_deg_cent,2019,Ejército Nacional - Juan Vázquez de la Mella,241. Ejército Nacional - Juan Vázquez de la Mella (0.006)
66,317,0.005988024,in_deg_cent,2019,Avenida Coyoacán - Torres Adalid,317. Avenida Coyoacán - Torres Adalid (0.006)
67,183,0.005988024,in_deg_cent,2019,Gabino Barreda - Guillermo Prieto,183. Gabino Barreda - Guillermo Prieto (0.006)
68,207,0.005988024,in_deg_cent,2019,Torquato Tasso - Homero,207. Torquato Tasso - Homero (0.006)
69,205,0.005988024,in_deg_cent,2019,Taine - Homero,205. Taine - Homero (0.006)
70,449,0.005988024,in_deg_cent,2019,Acapulco - Puebla,449. Acapulco - Puebla (0.006)
71,215,0.005988024,in_deg_cent,2019,Edgar Alan Poe - Horacio,215. Edgar Alan Poe - Horacio (0.006)
72,397,0.005988024,in_deg_cent,2019,San Lorenzo - Gabriel Mancera,397. San Lorenzo - Gabriel Mancera (0.006)
73,261,0.005988024,in_deg_cent,2019,Reforma - Río de la Plata,261. Reforma - Río de la Plata (0.006)
74,170,0.005988024,in_deg_cent,2019,Observatorio Oriente - Revolución,170. Observatorio Oriente - Revolución (0.006)
75,148,0.005988024,in_deg_cent,2019,Coahuila - Av. Cuauhtémoc,148. Coahuila - Av. Cuauhtémoc (0.006)
76,134,0.005988024,in_deg_cent,2019,Álvaro Obregón - Orizaba,134. Álvaro Obregón - Orizaba (0.006)
77,126,0.005988024,in_deg_cent,2019,Jalapa - Puebla,126. Jalapa - Puebla (0.006)
78,31,0.005988024,in_deg_cent,2019,Hamburgo - Insurgentes,31. Hamburgo - Insurgentes (0.006)
79,390,0.005988024,in_deg_cent,2019,Oso - Félix Cuevas,390. Oso - Félix Cuevas (0.006)
80,334,0.005988024,in_deg_cent,2019,Nueva York - Insurgentes,334. Nueva York - Insurgentes (0.006)
81,116,0.005988024,in_deg_cent,2019,Londres - Roma,116. Londres - Roma (0.006)
82,114,0.005988024,in_deg_cent,2019,Lucerna - Abraham González,114. Lucerna - Abraham González (0.006)
83,398,0.005988024,in_deg_cent,2019,Juan Sánchez Azcona - Félix Cuevas,398. Juan Sánchez Azcona - Félix Cuevas (0.006)
84,402,0.005988024,in_deg_cent,2019,Uxmal - Municipio Libre,402. Uxmal - Municipio Libre (0.006)
85,431,0.005988024,in_deg_cent,2019,Bruno Traven - Paz Montes de Oca,431. Bruno Traven - Paz Montes de Oca (0.006)
86,463,0.005988024,in_deg_cent,2019,Lago Andrómaco - Lago Zúrich,463. Lago Andrómaco - Lago Zúrich (0.006)
87,45,0.005988024,in_deg_cent,2019,Durango - Sonora,45. Durango - Sonora (0.006)
88,250,0.005988024,in_deg_cent,2019,Darwin - Mariano Escobedo,250. Darwin - Mariano Escobedo (0.006)
89,271,0.005988024,in_deg_cent,2019,Jesús García - Carlos J. Meneses,271. Jesús García - Carlos J. Meneses (0.006)
90,35,0.005988024,in_deg_cent,2019,Liverpool - Génova,35. Liverpool - Génova (0.006)
91,419,0.005988024,in_deg_cent,2019,Actipan - Cádiz,419. Actipan - Cádiz (0.006)
92,123,0.005988024,in_deg_cent,2019,Claudio Bernard - Dr. Lavista,123. Claudio Bernard - Dr. Lavista (0.006)
93,363,0.005988024,in_deg_cent,2019,Holbein - Paulo Ucello,363. Holbein - Paulo Ucello (0.006)
94,149,0.005988024,in_deg_cent,2019,Mérida - Antonio M. Anza,149. Mérida - Antonio M. Anza (0.006)
95,369,0.005988024,in_deg_cent,2019,Porfirio Díaz - Avenida Insurgentes,369. Porfirio Díaz - Avenida Insurgentes (0.006)
96,467,0.005988024,in_deg_cent,2019,Lago Mayor - Lago Alberto,467. Lago Mayor - Lago Alberto (0.006)
97,146,0.005988024,in_deg_cent,2019,Coahuila - Manzanillo,146. Coahuila - Manzanillo (0.006)
98,354,0.005988024,in_deg_cent,2019,Boston - Avenida Insurgentes,354. Boston - Avenida Insurgentes (0.006)
99,167,0.005988024,in_deg_cent,2019,General Salvador Alvarado - Progreso,167. General Salvador Alvarado - Progreso (0.006)
100,139,0.005988024,in_deg_cent,2019,Tonalá - Guanajuato,139. Tonalá - Guanajuato (0.006)
101,474,0.005988024,in_deg_cent,2019,Bahía de San Hipólito - Bahía del Espíritu Santo,474. Bahía de San Hipólito - Bahía del Espíritu Santo (0.006)
102,163,0.005988024,in_deg_cent,2019,Toluca - Bajío,163. Toluca - Bajío (0.006)
103,145,0.005988024,in_deg_cent,2019,Yucatán - Chiapas,145. Yucatán - Chiapas (0.006)
104,247,0.005988024,in_deg_cent,2019,Herschel - Rousseau,247. Herschel - Rousseau (0.006)
105,465,0,in_deg_cent,2019,Lago Ginebra - Lago Wetter,465. Lago Ginebra - Lago Wetter (0.0)
106,277,0,in_deg_cent,2019,Prolongación Tonalá - Obrero Mundial,277. Prolongación Tonalá - Obrero Mundial (0.0)
107,329,0,in_deg_cent,2019,Calle 13 - Avenida 1,329. Calle 13 - Avenida 1 (0.0)
108,337,0,in_deg_cent,2019,San Borja - Martín Mendalde,337. San Borja - Martín Mendalde (0.0)
109,272,0,in_deg_cent,2019,Jesús García - Carlos J. Meneses,272. Jesús García - Carlos J. Meneses (0.0)
110,466,0,in_deg_cent,2019,Lago Onega - Lago Ladoga,466. Lago Onega - Lago Ladoga (0.0)
111,350,0,in_deg_cent,2019,José Clemente Orozco - Correggio,350. José Clemente Orozco - Correggio (0.0)
112,440,0,in_deg_cent,2019,Real de Mayorazgo - Puente Xoco,440. Real de Mayorazgo - Puente Xoco (0.0)
113,282,0,in_deg_cent,2019,La Morena - Eje 2 Poniente Gabriel Mancera,282. La Morena - Eje 2 Poniente Gabriel Mancera (0.0)
114,428,0,in_deg_cent,2019,Prolongación Uxmal - Av. Popocatépetl (Eje 8),428. Prolongación Uxmal - Av. Popocatépetl (Eje 8) (0.0)
115,427,0,in_deg_cent,2019,Avenida México-Coyoacán - Av. Popocatépetl (Eje 8),427. Avenida México-Coyoacán - Av. Popocatépetl (Eje 8) (0.0)
116,385,0,in_deg_cent,2019,Poussin - Empresa,385. Poussin - Empresa (0.0)
117,286,0,in_deg_cent,2019,13 de Septiembre - Avenida Patriotismo,286. 13 de Septiembre - Avenida Patriotismo (0.0)
