,id,value,mesure,Year
0,1,0.05,in_deg_cent,2021
1,111,0.05,in_deg_cent,2021
2,327,0.05,in_deg_cent,2021
3,135,0.05,in_deg_cent,2021
4,183,0.05,in_deg_cent,2021
5,125,0.025,in_deg_cent,2021
6,194,0.025,in_deg_cent,2021
7,449,0.025,in_deg_cent,2021
8,426,0.025,in_deg_cent,2021
9,41,0.025,in_deg_cent,2021
10,391,0.025,in_deg_cent,2021
11,302,0.025,in_deg_cent,2021
12,369,0.025,in_deg_cent,2021
13,366,0.025,in_deg_cent,2021
14,33,0.025,in_deg_cent,2021
15,18,0.025,in_deg_cent,2021
16,270,0.025,in_deg_cent,2021
17,27,0.025,in_deg_cent,2021
18,260,0.025,in_deg_cent,2021
19,204,0.025,in_deg_cent,2021
20,86,0.025,in_deg_cent,2021
21,206,0.025,in_deg_cent,2021
22,184,0.025,in_deg_cent,2021
23,11,0.025,in_deg_cent,2021
24,136,0.025,in_deg_cent,2021
25,139,0.025,in_deg_cent,2021
26,141,0.025,in_deg_cent,2021
27,150,0.025,in_deg_cent,2021
28,151,0.025,in_deg_cent,2021
29,281,0.025,in_deg_cent,2021
30,47,0.025,in_deg_cent,2021
31,149,0.025,in_deg_cent,2021
32,134,0.025,in_deg_cent,2021
33,163,0.025,in_deg_cent,2021
34,165,0.025,in_deg_cent,2021
35,174,0.025,in_deg_cent,2021
36,153,0.0,in_deg_cent,2021
37,158,0.0,in_deg_cent,2021
38,390,0.0,in_deg_cent,2021
39,208,0.0,in_deg_cent,2021
40,35,0.0,in_deg_cent,2021
0,1,0.07500000000000001,out_deg_cent,2021
1,135,0.05,out_deg_cent,2021
2,391,0.05,out_deg_cent,2021
3,174,0.05,out_deg_cent,2021
4,151,0.05,out_deg_cent,2021
5,183,0.05,out_deg_cent,2021
6,125,0.025,out_deg_cent,2021
7,136,0.025,out_deg_cent,2021
8,449,0.025,out_deg_cent,2021
9,426,0.025,out_deg_cent,2021
10,41,0.025,out_deg_cent,2021
11,18,0.025,out_deg_cent,2021
12,390,0.025,out_deg_cent,2021
13,369,0.025,out_deg_cent,2021
14,366,0.025,out_deg_cent,2021
15,35,0.025,out_deg_cent,2021
16,33,0.025,out_deg_cent,2021
